date,girls_attendance,boys_attendance,total_attendance,girls_engagement,boys_engagement,material_effectiveness,teaching_effectiveness,trainer_attendance,daily_assessment_score,practical_skills_score,theoretical_knowledge,project_completion_rate,participation_rate,homework_completion
2024-01-19,22,16,38,4.479233914757395,4.85435426766202,4.904172600863673,4.6947838760287635,0,67.42211614217327,67.93215598617739,94.16605855692625,88.75783447515403,82.8729687108616,76.94712651762588
2024-01-22,15,19,34,4.135491304246485,4.491414911555212,4.889082430014029,4.031483928764393,1,69.51049723972531,75.18100927958426,90.65424923836112,72.6974236690189,79.519144102687,99.11482360090235
2024-01-23,20,25,45,3.9287229978488307,4.013682002357402,3.523841238860756,3.873705961749971,1,69.21549715548302,78.9562283286617,67.14005438454745,72.24871858439758,98.61904719682443,91.99119434765493
2024-01-24,17,19,36,3.784144441893221,3.69684485485271,3.517695198298521,3.843654721501355,0,69.75427215618257,83.08039741247337,70.65307463417125,97.00577956829872,93.22846283250713,84.63761113024992
2024-01-25,22,25,47,3.858167344143125,4.985801340826782,3.1833251652300514,4.02302087871759,1,68.33744984985223,89.98845388697477,61.01589857414096,96.43568686952551,82.87020041196733,97.91654527254701
2024-01-26,25,16,41,4.377298217396241,3.928144745974479,4.478302543304171,3.5584685648524297,0,69.13259924558352,76.85496691975086,62.730884482104294,93.66808658163866,99.43975470713983,95.89710260646787
2024-01-29,16,20,36,3.967909657546254,4.193794346175164,3.2458621201456914,4.4750956905132915,1,71.15857432987461,88.51800834932284,72.81902682760312,86.10460029063583,75.3005966397389,90.18623557487086
2024-01-30,17,25,42,3.7506238207221303,4.5671482149808815,3.754768459838763,4.173089421855035,1,69.85533182785882,68.3325428872118,71.72819137277469,75.78308179306026,85.34305081552228,70.38070769322425
2024-01-31,18,19,37,4.802012649259801,3.5982609223917446,4.092797026066734,4.2256823707251,1,71.63232143612858,91.26861058173957,91.64867417673189,98.53274191994569,97.3555382812761,83.66968974385068
2024-02-01,17,17,34,4.571094870001011,4.273282420030558,3.7427900276821617,4.993060029581809,0,70.41535903626793,63.4488068819578,71.19240112739993,79.2578871240477,85.99764615179444,93.97398655313197
2024-02-02,18,25,43,3.552287617350514,4.212941500677817,4.881542605692303,4.616980734233948,0,70.99802845066644,84.07876208821162,81.49930043597237,73.22210344212925,83.77362732629938,92.77651529808966
2024-02-05,21,24,45,4.910153287135066,4.9456685653414025,4.183393943682737,4.949796497000576,1,73.0017809548985,68.41398933571875,73.24027686176974,92.99483166603966,95.78642415058053,79.28741402672712
2024-02-06,23,23,46,3.6497300654231952,3.9925411653459597,3.2536115826636856,3.876520382488039,0,73.12271978956296,78.73541092120456,86.98324847854276,86.89682419438574,93.82913719687015,96.32411356161683
2024-02-07,20,20,40,4.964309637962929,4.052631531325897,4.223568810294989,3.8241328416410636,1,72.2148217889554,84.51405390746538,88.60214250428947,73.16608228360201,94.37738690350945,73.59598051671125
2024-02-08,24,25,49,4.866032432151338,3.8470462477545717,4.191686904743734,3.649346021413683,0,72.89482558832627,86.64557032638257,82.77900273091973,83.42166967708833,93.82449442063213,76.37363362620046
2024-02-09,15,22,37,3.667164386316312,4.916672232062968,4.274380511066967,4.095378669077352,1,71.99077394299358,61.98447716028474,76.32516422807187,86.78474789571938,99.69382608368134,87.05962385105572
2024-02-12,19,17,36,3.6468345651462486,3.589093792175018,4.040439746082297,4.221206866344,0,73.50975338031115,62.69533875561124,88.90468008233603,75.69467724797553,80.39020046078976,79.53825008020156
2024-02-13,18,22,40,4.232316003765359,4.536340786607485,4.264902350379316,4.7277555427595646,1,72.21210089858235,77.77112042458918,64.72444989621664,78.58002453540492,93.43883929288197,71.0924301680322
2024-02-14,15,18,33,3.9006299338324766,4.900406648646415,4.4579024643683365,4.249592127491667,1,74.57746433345443,94.06727926089093,90.13578253607487,84.24625172229007,83.5986343370066,91.20973143146752
2024-02-15,19,19,38,4.176727255207356,4.575899967184279,3.5017417681613585,3.8876458322968475,0,73.49323905171362,62.09407809215066,61.09278062518371,90.24199739694204,80.64158806634585,99.34605702834442
2024-02-16,22,21,43,3.95319890330321,3.7851287734331334,4.881713739323055,3.6993211860543393,0,72.62065519667904,87.11179158819213,84.51819961563422,85.96123428583378,79.7070472830033,81.14555045222681
2024-02-19,24,19,43,4.554669539250096,4.085548794138989,3.8856522467823953,4.443972432934153,0,73.99381356861663,81.64702584920039,82.36278797580367,71.8824892424205,89.61938906136761,86.0846461264432
2024-02-20,25,20,45,4.9950548404237445,4.087230295138796,3.9370325022766925,4.206362715610091,1,75.06152447023808,86.34040995317179,72.6978798630431,84.48082518767067,81.86144395859264,72.1366466972174
2024-02-21,17,22,39,4.246238613039244,3.7727524134757933,3.8696017440126895,4.648123422801727,0,76.53804099469426,61.97453661349781,66.38779367321455,82.82334182120907,86.06340416672793,99.57160339643778
2024-02-22,23,22,45,4.633910524515754,4.234635993181826,4.578457922872172,3.924104734471603,1,76.65554501305236,91.09284524174144,72.13944709835752,93.21685706529121,78.89612935581256,92.54306793869208
2024-02-23,24,17,41,4.2710962727915796,4.3567162893332885,3.807234987325113,4.9927534920462495,0,76.56083338836115,73.18942202633363,81.80692463241229,96.96078414321539,99.42338221697962,79.4094221464189
2024-02-26,17,24,41,4.934004073764666,3.7006811294263704,3.2137080989393993,3.5633350630994975,0,77.88302517803066,62.71798146929286,68.46385353063077,76.50631958026514,91.70061380486538,94.49539984677247
2024-02-27,22,15,37,3.8705593784571204,4.389281825329084,3.7704543266166803,4.620806609492999,0,75.64402004299427,60.22423919515727,76.73007841668661,96.56151441196587,91.39726580239655,90.13049310133319
2024-02-28,23,18,41,4.038126812931781,4.041089258180136,3.1531848685843435,4.577844739073951,1,78.39764956927401,88.28758991706815,80.03349330262373,71.93824168117118,90.33627109920579,88.62407744965105
2024-02-29,15,18,33,4.242013689710712,4.991350552133783,3.052140925254612,4.385582622988026,0,77.95882576140369,94.3291727097233,65.07243091365339,73.16360901426457,98.74403148024844,96.34440657648337
2024-03-01,23,15,38,3.5025090302729343,4.743610254887166,3.857527525424358,3.790281045102411,0,75.5541987420541,70.42671637081389,94.97932497624615,94.31223143221,78.91081343760357,81.14968446316567
2024-03-04,21,25,46,4.983284251254366,4.5931090866417446,4.981258295424075,3.5150449929964687,0,75.95962383990341,73.67310831938941,62.05219727939013,82.03459807516806,97.72418855701153,92.10389256506535
2024-03-05,18,22,40,3.532307916555759,4.4549307207701645,4.277418136119525,4.035548422297646,1,76.5539058721554,79.98788100936656,94.82968930051021,94.24115336599507,75.42454623814899,87.06896637696389
2024-03-06,16,16,32,4.664506088083263,4.4794703016655655,4.364860696762948,4.304806396531369,0,78.75336083759252,72.74124496974494,76.34814729710621,83.67287509917931,98.91617231262711,73.92756955762144
2024-03-07,18,22,40,4.274325989780973,3.764933446334388,4.429437027525211,3.8402194773976577,1,76.74610475138446,78.48623665089636,73.34846622615892,87.05471569599604,96.08579226702211,76.07104595777616
2024-03-08,16,24,40,4.294780922441317,4.572101798920354,4.55488758013839,3.7237999407965283,1,79.83738093059827,89.39070410364116,61.58657615934091,71.94108711343203,77.05217595261291,73.26682038248968
2024-03-11,23,19,42,4.589731932500296,4.301310009527108,3.1527459435715697,4.88585060572737,1,77.83166869041884,88.34421683363088,62.244035083467494,83.07485494625337,95.41321838597594,90.918839695428
2024-03-12,21,23,44,4.996746038242252,4.963870692688436,4.015417253376803,4.041165452078971,0,78.90120783106812,94.82894857492643,77.01645180566148,75.59118670692156,83.64216893501887,99.09275536014445
2024-03-13,23,24,47,4.667658744633916,4.953812056809408,4.425373337114932,3.543729658950513,0,77.15832957147563,66.11000805639176,89.20737493570653,79.90157765400176,75.32852023105552,79.89547590283452
2024-03-14,17,20,37,4.770300440980105,3.9378051785140324,3.314863835629737,4.053657339615555,0,78.64017733317749,69.45287285708895,82.21167412487661,74.09108568033591,75.35203238759851,84.49696663854583
2024-03-15,21,21,42,3.8609460235150617,3.971545676861756,3.0395222420291157,4.058886779299785,1,76.73321283179227,80.03888483329213,70.48174250609131,82.97677520670004,85.82284650635262,98.59678406801163
2024-03-18,15,20,35,4.949620682663431,3.8351218069308644,3.015372951052,4.9767514041197,1,82.79600369013025,81.39928375139345,88.01697785089033,70.25779437963514,97.26783447627619,99.04662139069629
2024-03-19,23,21,44,4.263232631218451,3.6426596946107783,4.2630624025155015,4.3022671657887575,0,82.93175951681471,66.69252397241509,78.8376649096264,98.9043497633468,95.71770524960306,70.7115420596813
2024-03-20,21,16,37,4.355055637206889,4.868815106699161,4.545330095793048,4.818295029660564,1,78.7288762242551,80.69777454104374,85.41856765590862,91.14959016976943,77.13695393749116,98.8505351312356
2024-03-21,21,22,43,4.813708768886396,3.609277559392967,4.562823624501518,4.487031348687716,0,79.22361748493185,75.1070139465047,69.07437846626325,78.8324138890419,94.59808396346887,76.10848986670526
2024-03-22,24,25,49,4.144510014104499,4.550414609239677,4.4056652106788174,4.4930931637192595,0,79.2963842287179,82.89008027626764,81.78578728407838,71.89229892093783,77.59898454095911,91.5399408038457
2024-03-25,18,22,40,4.31177646047439,4.522895012131979,3.2490927011472177,4.817846795732641,1,85.1944532478894,82.31966326502936,60.331025506176225,82.4908326669227,92.55698097469849,70.59314093642233
2024-03-26,22,16,38,4.978106286735626,4.167750494626933,3.6428874153785618,4.538144360244171,1,82.66696426153716,71.88075878027834,89.90735725558604,78.27058923596708,83.1956797630726,83.519195271166
2024-03-27,24,19,43,3.7751277172820594,3.7473120848688004,4.453778317100898,4.648394248879645,1,81.31941027909092,79.57001014761465,92.59842037148377,78.19001151087693,98.70011066925046,87.00739713660475
2024-03-28,20,16,36,3.6961455778990464,4.210796840149109,4.922517911005593,4.8825682561001225,0,84.46407382401756,74.83902650191277,70.65920880073828,72.33894224681531,75.27332099945468,72.37437710879117
2024-03-29,18,25,43,3.8412402970032953,4.661200615412817,4.391120303080664,3.6138257448696836,0,84.08975234009031,75.29919108416453,82.74168687921262,74.21028850533547,97.60254088465194,77.03955769350692
2024-04-01,22,19,41,4.919226542060861,3.699586110660674,4.542927717463794,4.857128851493137,0,83.13677649404583,84.66995597704044,94.57933487922726,90.24077465675546,82.70274394878234,93.9099246239977
2024-04-02,24,16,40,3.802925359389721,4.504240686742255,3.009930144168057,4.673850333433359,1,80.04215446939892,70.67605465635239,64.81290672316952,79.34683084779765,82.93117643195595,74.24816703055491
2024-04-03,15,15,30,4.450170782375649,4.662754316413166,4.062973963129997,3.852391019949098,0,86.0935496983574,77.45573587360923,70.8724081764725,99.26995504339628,75.37104493578816,81.16632039780468
2024-04-04,24,20,44,4.582831927397431,3.5836077793019068,4.663233873895357,3.6800804705182397,0,83.01653168327567,61.456876008954495,77.11580751191762,84.12479024717467,96.81842910901997,87.19025972612154
2024-04-05,24,21,45,4.89906733938289,3.6609282003269112,4.794204084808825,4.474951624991489,0,82.86506439442468,84.58289840125192,91.32139872561515,80.34717533822052,78.44439014435308,95.75997501284253
2024-04-08,16,24,40,4.495297616600369,4.553754729345021,3.0582127191261668,4.601771293971936,0,87.45405931965969,86.37682161536009,76.74062248710476,78.89170447718068,86.26598560926124,71.71506203952596
2024-04-09,23,17,40,4.603919494678386,4.223317130272826,3.422756843418485,3.858892314922231,0,87.29554709285843,80.35088640967525,79.96656310206862,91.04680963550688,81.5088147919943,73.15418304366126
2024-04-10,22,17,39,4.4970967354482605,4.726611413778103,4.642575562038777,4.409621887845301,1,88.86967490523998,84.20954443859897,62.38962193430304,77.48784236280406,93.11984017879733,82.20527890414168
2024-04-11,18,24,42,4.611801818113317,4.4914136327266725,3.0925847933517634,3.8643768150116156,0,83.15437948208691,88.94607746282385,87.4684852111491,80.90558402460618,99.12008677355962,87.58834343163151
2024-04-12,25,22,47,4.9392528268472695,4.889832158338724,4.146203029351065,4.325630896339375,1,86.98211312072863,76.57549539334426,74.41402486726768,70.51776428748573,82.52724427966211,96.51460984390908
2024-04-15,15,20,35,3.8330390770056804,4.111863897605314,3.245072148376618,4.769371023124778,0,86.31545405622094,88.39359996446778,68.55042494454587,73.56488315466173,93.76299481109653,80.69640066883589
2024-04-16,17,22,39,4.7597921295878844,4.548930475299745,3.9798852253103054,4.062093834879107,0,82.68714333025225,60.203555273248654,90.32022726023973,70.70595132382824,84.54583513721859,96.05071787569435
2024-04-17,22,15,37,4.10486250437498,4.236073896505485,3.2074219817155267,4.822009170919017,0,84.03861331891525,84.83653911950508,65.44968919548535,88.2628047029421,83.07201441273168,88.93116069872505
2024-04-18,17,17,34,4.538629166377655,4.949479182007719,3.85412587875752,4.230806565138014,0,83.59323789944041,92.96822082059782,80.3349184358785,74.46413589483369,76.33222874249701,87.37030665394488
2024-04-19,23,15,38,4.453413023885648,3.8584299549012493,4.4933199486391535,4.528493927434349,0,86.26414270614504,83.70155758477684,88.50512814549691,96.17174910509543,83.8116116140116,74.9109874853322
2024-04-22,15,16,31,4.389021005868719,3.7158963309382727,3.200182432886962,4.171541616254033,0,84.22648949264311,76.5973038142237,92.57205573268445,70.7145782109518,80.76199903949464,92.58828638959734
2024-04-23,18,23,41,3.8725378339438388,4.8593015604635195,4.316326346344324,4.724924823467155,0,89.14873271068679,77.7359114194113,91.70035376950945,99.56839430549988,85.31980949304568,94.14392761164677
2024-04-24,16,16,32,4.998598262051698,4.838934307316768,4.48782507382026,4.652301079332065,0,90.92041542336547,60.50897534000262,80.7966623138738,96.64375109173577,83.17761979880966,78.0359055238138
2024-04-25,21,22,43,4.049673395542863,3.617160180963599,4.3547633326947315,3.698786839708048,0,86.98990926311609,64.63169562850814,80.9522838861799,98.75547221579949,96.03222509585811,81.33298921437171
2024-04-26,20,15,35,4.786063980016952,4.051517698279984,4.7770626280731046,3.7838308322869545,1,90.8443381200238,68.17486584208449,72.92580842940937,96.40901680863809,85.86778493110812,82.61239243836755
2024-04-29,25,18,43,4.940266416716556,3.7723678999917065,4.121556925208371,4.635190262436941,1,91.053948318751,93.10641938124783,80.79327487650761,72.7615983398845,91.87535412278211,88.25181141112495
